question,reponse,terme_original,type,categorie,type_question,necessite_avertissement
Valeurs de référence de Hormone thyréostimulante ?,"Les valeurs normales de Hormone thyréostimulante se situent entre 0.4 et 4.0 mUI/L.

⚠️ Important : L'interprétation de résultats d'analyses doit être faite par votre médecin en tenant compte de votre contexte médical complet.",Hormone thyréostimulante,analyse_labo,Endocrinologie,valeurs_normales,True
Entre quelles valeurs Hormone thyréostimulante doit se situer ?,"Les valeurs normales de Hormone thyréostimulante se situent entre 0.4 et 4.0 mUI/L.

⚠️ Important : L'interprétation de résultats d'analyses doit être faite par votre médecin en tenant compte de votre contexte médical complet.",Hormone thyréostimulante,analyse_labo,Endocrinologie,valeurs_normales,True
À partir de quand Hormone thyréostimulante devient dangereux ?,"Pour Hormone thyréostimulante, les valeurs critiques sont : en dessous de 0.01 mUI/L (seuil bas critique) et au-dessus de 10.0 mUI/L (seuil haut critique). Ces valeurs nécessitent une attention médicale urgente.

⚠️ Important : L'interprétation de résultats d'analyses doit être faite par votre médecin en tenant compte de votre contexte médical complet.",Hormone thyréostimulante,analyse_labo,Endocrinologie,valeurs_critiques,True
"Hormone thyréostimulante à 2.55 mUI/L, est-ce inquiétant ?","Une valeur de 2.55 mUI/L pour Hormone thyréostimulante se situe dans la plage normale (0.4-4.0 mUI/L). Cependant, seul votre médecin peut interpréter ce résultat dans votre contexte clinique complet.

⚠️ Important : L'interprétation de résultats d'analyses doit être faite par votre médecin en tenant compte de votre contexte médical complet.",Hormone thyréostimulante,analyse_labo,Endocrinologie,interpretation,True
"Hormone thyréostimulante à 1.77 mUI/L, est-ce inquiétant ?","Une valeur de 1.77 mUI/L pour Hormone thyréostimulante se situe dans la plage normale (0.4-4.0 mUI/L). Cependant, seul votre médecin peut interpréter ce résultat dans votre contexte clinique complet.

⚠️ Important : L'interprétation de résultats d'analyses doit être faite par votre médecin en tenant compte de votre contexte médical complet.",Hormone thyréostimulante,analyse_labo,Endocrinologie,interpretation,True
"Dans le contexte médical, que signifie T4 libre ?",T4 libre (FT4) est une analyse de laboratoire en Endocrinologie. Analyse quantitative du/de t4 libre fournissant des informations sur les processus physiologiques. Les valeurs normales se situent entre 10.0 et 20.0 pmol/L.,T4 libre,analyse_labo,Endocrinologie,definition,False
Peux-tu me dire ce qu'est T4 libre ?,T4 libre (FT4) est une analyse de laboratoire en Endocrinologie. Analyse quantitative du/de t4 libre fournissant des informations sur les processus physiologiques. Les valeurs normales se situent entre 10.0 et 20.0 pmol/L.,T4 libre,analyse_labo,Endocrinologie,definition,False
"En médecine, qu'est-ce que T4 libre ?",T4 libre (FT4) est une analyse de laboratoire en Endocrinologie. Analyse quantitative du/de t4 libre fournissant des informations sur les processus physiologiques. Les valeurs normales se situent entre 10.0 et 20.0 pmol/L.,T4 libre,analyse_labo,Endocrinologie,definition,False
Que signifie l'abréviation FT4 ?,FT4 signifie T4 libre. C'est un terme utilisé en Endocrinologie.,T4 libre,analyse_labo,Endocrinologie,abbreviation,False
C'est quoi FT4 ?,FT4 signifie T4 libre. C'est un terme utilisé en Endocrinologie.,T4 libre,analyse_labo,Endocrinologie,abbreviation,False
Entre quelles valeurs T4 libre doit se situer ?,"Les valeurs normales de T4 libre se situent entre 10.0 et 20.0 pmol/L.

⚠️ Important : L'interprétation de résultats d'analyses doit être faite par votre médecin en tenant compte de votre contexte médical complet.",T4 libre,analyse_labo,Endocrinologie,valeurs_normales,True
Valeurs standards de T4 libre ?,"Les valeurs normales de T4 libre se situent entre 10.0 et 20.0 pmol/L.

⚠️ Important : L'interprétation de résultats d'analyses doit être faite par votre médecin en tenant compte de votre contexte médical complet.",T4 libre,analyse_labo,Endocrinologie,valeurs_normales,True
Limites dangereuses de T4 libre ?,"Pour T4 libre, les valeurs critiques sont : en dessous de 5.0 pmol/L (seuil bas critique) et au-dessus de 30.0 pmol/L (seuil haut critique). Ces valeurs nécessitent une attention médicale urgente.

⚠️ Important : L'interprétation de résultats d'analyses doit être faite par votre médecin en tenant compte de votre contexte médical complet.",T4 libre,analyse_labo,Endocrinologie,valeurs_critiques,True
Est-ce que 17.69 pmol/L pour T4 libre est bon ?,"Une valeur de 17.69 pmol/L pour T4 libre se situe dans la plage normale (10.0-20.0 pmol/L). Cependant, seul votre médecin peut interpréter ce résultat dans votre contexte clinique complet.

⚠️ Important : L'interprétation de résultats d'analyses doit être faite par votre médecin en tenant compte de votre contexte médical complet.",T4 libre,analyse_labo,Endocrinologie,interpretation,True
"T4 libre à 11.12 pmol/L, est-ce inquiétant ?","Une valeur de 11.12 pmol/L pour T4 libre se situe dans la plage normale (10.0-20.0 pmol/L). Cependant, seul votre médecin peut interpréter ce résultat dans votre contexte clinique complet.

⚠️ Important : L'interprétation de résultats d'analyses doit être faite par votre médecin en tenant compte de votre contexte médical complet.",T4 libre,analyse_labo,Endocrinologie,interpretation,True
Je voudrais comprendre ce qu'est Protéine C-réactive,Protéine C-réactive (CRP) est une analyse de laboratoire en Immunologie. Analyse quantitative du/de protéine c-réactive fournissant des informations sur les processus physiologiques. Les valeurs normales se situent entre 0.0 et 5.0 mg/L.,Protéine C-réactive,analyse_labo,Immunologie,definition,False
"Je ne connais pas Protéine C-réactive, peux-tu m'aider ?",Protéine C-réactive (CRP) est une analyse de laboratoire en Immunologie. Analyse quantitative du/de protéine c-réactive fournissant des informations sur les processus physiologiques. Les valeurs normales se situent entre 0.0 et 5.0 mg/L.,Protéine C-réactive,analyse_labo,Immunologie,definition,False
Qu'est-ce que Protéine C-réactive ?,Protéine C-réactive (CRP) est une analyse de laboratoire en Immunologie. Analyse quantitative du/de protéine c-réactive fournissant des informations sur les processus physiologiques. Les valeurs normales se situent entre 0.0 et 5.0 mg/L.,Protéine C-réactive,analyse_labo,Immunologie,definition,False
Explique CRP,CRP signifie Protéine C-réactive. C'est un terme utilisé en Immunologie.,Protéine C-réactive,analyse_labo,Immunologie,abbreviation,False
Qu'est-ce que CRP signifie ?,CRP signifie Protéine C-réactive. C'est un terme utilisé en Immunologie.,Protéine C-réactive,analyse_labo,Immunologie,abbreviation,False
Valeurs de référence de Protéine C-réactive ?,"Les valeurs normales de Protéine C-réactive se situent entre 0.0 et 5.0 mg/L.

⚠️ Important : L'interprétation de résultats d'analyses doit être faite par votre médecin en tenant compte de votre contexte médical complet.",Protéine C-réactive,analyse_labo,Immunologie,valeurs_normales,True
Valeurs standards de Protéine C-réactive ?,"Les valeurs normales de Protéine C-réactive se situent entre 0.0 et 5.0 mg/L.

⚠️ Important : L'interprétation de résultats d'analyses doit être faite par votre médecin en tenant compte de votre contexte médical complet.",Protéine C-réactive,analyse_labo,Immunologie,valeurs_normales,True
Quelles sont les valeurs critiques de Protéine C-réactive ?,"Pour Protéine C-réactive, les valeurs critiques sont : au-dessus de 100.0 mg/L (seuil haut critique). Ces valeurs nécessitent une attention médicale urgente.

⚠️ Important : L'interprétation de résultats d'analyses doit être faite par votre médecin en tenant compte de votre contexte médical complet.",Protéine C-réactive,analyse_labo,Immunologie,valeurs_critiques,True
"Mon analyse montre Protéine C-réactive = 4.21 mg/L, qu'en penses-tu ?","Une valeur de 4.21 mg/L pour Protéine C-réactive se situe dans la plage normale (0.0-5.0 mg/L). Cependant, seul votre médecin peut interpréter ce résultat dans votre contexte clinique complet.

⚠️ Important : L'interprétation de résultats d'analyses doit être faite par votre médecin en tenant compte de votre contexte médical complet.",Protéine C-réactive,analyse_labo,Immunologie,interpretation,True
"Mon analyse montre Protéine C-réactive = 0.76 mg/L, qu'en penses-tu ?","Une valeur de 0.76 mg/L pour Protéine C-réactive se situe dans la plage normale (0.0-5.0 mg/L). Cependant, seul votre médecin peut interpréter ce résultat dans votre contexte clinique complet.

⚠️ Important : L'interprétation de résultats d'analyses doit être faite par votre médecin en tenant compte de votre contexte médical complet.",Protéine C-réactive,analyse_labo,Immunologie,interpretation,True
"Dans le contexte médical, que signifie Vitesse de sédimentation ?",Vitesse de sédimentation (VS) est une analyse de laboratoire en Hématologie. Analyse quantitative du/de vitesse de sédimentation fournissant des informations sur les processus physiologiques. Les valeurs normales se situent entre 0.0 et 20.0 mm/h.,Vitesse de sédimentation,analyse_labo,Hématologie,definition,False
Qu'est-ce que Vitesse de sédimentation ?,Vitesse de sédimentation (VS) est une analyse de laboratoire en Hématologie. Analyse quantitative du/de vitesse de sédimentation fournissant des informations sur les processus physiologiques. Les valeurs normales se situent entre 0.0 et 20.0 mm/h.,Vitesse de sédimentation,analyse_labo,Hématologie,definition,False
J'aimerais savoir ce qu'est Vitesse de sédimentation,Vitesse de sédimentation (VS) est une analyse de laboratoire en Hématologie. Analyse quantitative du/de vitesse de sédimentation fournissant des informations sur les processus physiologiques. Les valeurs normales se situent entre 0.0 et 20.0 mm/h.,Vitesse de sédimentation,analyse_labo,Hématologie,definition,False
VS veut dire quoi ?,VS signifie Vitesse de sédimentation. C'est un terme utilisé en Hématologie.,Vitesse de sédimentation,analyse_labo,Hématologie,abbreviation,False
Peux-tu m'expliquer VS ?,VS signifie Vitesse de sédimentation. C'est un terme utilisé en Hématologie.,Vitesse de sédimentation,analyse_labo,Hématologie,abbreviation,False
Quelles sont les valeurs normales de Vitesse de sédimentation ?,"Les valeurs normales de Vitesse de sédimentation se situent entre 0.0 et 20.0 mm/h.

⚠️ Important : L'interprétation de résultats d'analyses doit être faite par votre médecin en tenant compte de votre contexte médical complet.",Vitesse de sédimentation,analyse_labo,Hématologie,valeurs_normales,True
Quelle est la plage normale pour Vitesse de sédimentation ?,"Les valeurs normales de Vitesse de sédimentation se situent entre 0.0 et 20.0 mm/h.

⚠️ Important : L'interprétation de résultats d'analyses doit être faite par votre médecin en tenant compte de votre contexte médical complet.",Vitesse de sédimentation,analyse_labo,Hématologie,valeurs_normales,True
Valeurs alarmantes de Vitesse de sédimentation ?,"Pour Vitesse de sédimentation, les valeurs critiques sont : au-dessus de 100.0 mm/h (seuil haut critique). Ces valeurs nécessitent une attention médicale urgente.

⚠️ Important : L'interprétation de résultats d'analyses doit être faite par votre médecin en tenant compte de votre contexte médical complet.",Vitesse de sédimentation,analyse_labo,Hématologie,valeurs_critiques,True
"Mon analyse montre Vitesse de sédimentation = 4.79 mm/h, qu'en penses-tu ?","Une valeur de 4.79 mm/h pour Vitesse de sédimentation se situe dans la plage normale (0.0-20.0 mm/h). Cependant, seul votre médecin peut interpréter ce résultat dans votre contexte clinique complet.

⚠️ Important : L'interprétation de résultats d'analyses doit être faite par votre médecin en tenant compte de votre contexte médical complet.",Vitesse de sédimentation,analyse_labo,Hématologie,interpretation,True
"J'ai Vitesse de sédimentation à 17.56 mm/h, c'est normal ?","Une valeur de 17.56 mm/h pour Vitesse de sédimentation se situe dans la plage normale (0.0-20.0 mm/h). Cependant, seul votre médecin peut interpréter ce résultat dans votre contexte clinique complet.

⚠️ Important : L'interprétation de résultats d'analyses doit être faite par votre médecin en tenant compte de votre contexte médical complet.",Vitesse de sédimentation,analyse_labo,Hématologie,interpretation,True
Définis Créatinine,Créatinine (Cr) est une analyse de laboratoire en Biochimie. Analyse de laboratoire clinique mesurant les taux de créatinine pour évaluer l'état de santé. Les valeurs normales se situent entre 62.0 et 106.0 μmol/L.,Créatinine,analyse_labo,Biochimie,definition,False
